student_id,course_code,term,likelihood,path_type
S328,ECI 171,2026FA,0.9,Geotech
S329,ECI 171,2026FA,0.9,Geotech
S330,ECI 171,2026FA,0.9,Geotech
S331,ECI 171,2026FA,0.9,Geotech
S332,ECI 171,2026FA,0.9,Geotech
S333,ECI 171,2026FA,0.9,Geotech
S334,ECI 171,2026FA,0.9,Geotech
S335,ECI 171,2026FA,0.9,Geotech
S336,ECI 171,2026FA,0.9,Geotech
S337,ECI 171,2026FA,0.9,Geotech
S338,ECI 171,2026FA,0.9,Geotech
S339,ECI 171,2026FA,0.9,Geotech
S340,ECI 171,2026FA,0.9,Geotech
S321,ECI 171L,2026FA,0.9,Geotech
S322,ECI 171L,2026FA,0.9,Geotech
S323,ECI 171L,2026FA,0.9,Geotech
S324,ECI 171L,2026FA,0.9,Geotech
S325,ECI 171L,2026FA,0.9,Geotech
S326,ECI 171L,2026FA,0.9,Geotech
S327,ECI 171L,2026FA,0.9,Geotech
S328,ECI 171L,2026FA,0.9,Geotech
S329,ECI 171L,2026FA,0.9,Geotech
S330,ECI 171L,2026FA,0.9,Geotech
S331,ECI 171L,2026FA,0.9,Geotech
S332,ECI 171L,2026FA,0.9,Geotech
S333,ECI 171L,2026FA,0.9,Geotech
S334,ECI 171L,2026FA,0.9,Geotech
S335,ECI 171L,2026FA,0.9,Geotech
S336,ECI 171L,2026FA,0.9,Geotech
S337,ECI 171L,2026FA,0.9,Geotech
S338,ECI 171L,2026FA,0.9,Geotech
S339,ECI 171L,2026FA,0.9,Geotech
S340,ECI 171L,2026FA,0.9,Geotech
S321,ECI 173,2026FA,0.85,Geotech
S322,ECI 173,2026FA,0.85,Geotech
S323,ECI 173,2026FA,0.85,Geotech
S324,ECI 173,2026FA,0.85,Geotech
S325,ECI 173,2026FA,0.85,Geotech
S326,ECI 173,2026FA,0.85,Geotech
S327,ECI 173,2026FA,0.85,Geotech
S328,ECI 173,2026FA,0.85,Geotech
S329,ECI 173,2026FA,0.85,Geotech
S330,ECI 173,2026FA,0.85,Geotech
S331,ECI 173,2026FA,0.85,Geotech
S332,ECI 173,2026FA,0.85,Geotech
S333,ECI 173,2026FA,0.85,Geotech
S334,ECI 173,2026FA,0.85,Geotech
S335,ECI 173,2026FA,0.85,Geotech
S336,ECI 173,2026FA,0.85,Geotech
S337,ECI 173,2026FA,0.85,Geotech
S338,ECI 173,2026FA,0.85,Geotech
S339,ECI 173,2026FA,0.85,Geotech
S340,ECI 173,2026FA,0.85,Geotech
S341,ECI 161,2026FA,0.9,Transportation
S342,ECI 161,2026FA,0.9,Transportation
S343,ECI 161,2026FA,0.9,Transportation
S344,ECI 161,2026FA,0.9,Transportation
S345,ECI 161,2026FA,0.9,Transportation
S346,ECI 161,2026FA,0.9,Transportation
S347,ECI 161,2026FA,0.9,Transportation
S348,ECI 161,2026FA,0.9,Transportation
S349,ECI 161,2026FA,0.9,Transportation
S350,ECI 161,2026FA,0.9,Transportation
S351,ECI 161,2026FA,0.9,Transportation
S352,ECI 161,2026FA,0.9,Transportation
S353,ECI 161,2026FA,0.9,Transportation
S354,ECI 161,2026FA,0.9,Transportation
S355,ECI 161,2026FA,0.9,Transportation
S356,ECI 161,2026FA,0.9,Transportation
S357,ECI 161,2026FA,0.9,Transportation
S358,ECI 161,2026FA,0.9,Transportation
S359,ECI 161,2026FA,0.9,Transportation
S360,ECI 161,2026FA,0.9,Transportation
S341,ECI 162,2026FA,0.9,Transportation
S342,ECI 162,2026FA,0.9,Transportation
S343,ECI 162,2026FA,0.9,Transportation
S344,ECI 162,2026FA,0.9,Transportation
S345,ECI 162,2026FA,0.9,Transportation
S346,ECI 162,2026FA,0.9,Transportation
S347,ECI 162,2026FA,0.9,Transportation
S348,ECI 162,2026FA,0.9,Transportation
S349,ECI 162,2026FA,0.9,Transportation
S350,ECI 162,2026FA,0.9,Transportation
S351,ECI 162,2026FA,0.9,Transportation
S352,ECI 162,2026FA,0.9,Transportation
S353,ECI 162,2026FA,0.9,Transportation
S354,ECI 162,2026FA,0.9,Transportation
S355,ECI 162,2026FA,0.9,Transportation
S356,ECI 162,2026FA,0.9,Transportation
S357,ECI 162,2026FA,0.9,Transportation
S358,ECI 162,2026FA,0.9,Transportation
S359,ECI 162,2026FA,0.9,Transportation
S360,ECI 162,2026FA,0.9,Transportation
S341,ECI 178,2026FA,0.85,Transportation
S342,ECI 178,2026FA,0.85,Transportation
S343,ECI 178,2026FA,0.85,Transportation
S344,ECI 178,2026FA,0.85,Transportation
S345,ECI 178,2026FA,0.85,Transportation
S346,ECI 178,2026FA,0.85,Transportation
S347,ECI 178,2026FA,0.85,Transportation
S348,ECI 178,2026FA,0.85,Transportation
S349,ECI 178,2026FA,0.85,Transportation
S350,ECI 178,2026FA,0.85,Transportation
S351,ECI 178,2026FA,0.85,Transportation
S352,ECI 178,2026FA,0.85,Transportation
S353,ECI 178,2026FA,0.85,Transportation
S354,ECI 178,2026FA,0.85,Transportation
S355,ECI 178,2026FA,0.85,Transportation
S356,ECI 178,2026FA,0.85,Transportation
S357,ECI 178,2026FA,0.85,Transportation
S358,ECI 178,2026FA,0.85,Transportation
S359,ECI 178,2026FA,0.85,Transportation
S360,ECI 178,2026FA,0.85,Transportation
S361,ECI 137,2026FA,0.9,Construction
S362,ECI 137,2026FA,0.9,Construction
S363,ECI 137,2026FA,0.9,Construction
S364,ECI 137,2026FA,0.9,Construction
S365,ECI 137,2026FA,0.9,Construction
S366,ECI 137,2026FA,0.9,Construction
S367,ECI 137,2026FA,0.9,Construction
S368,ECI 137,2026FA,0.9,Construction
S369,ECI 137,2026FA,0.9,Construction
S370,ECI 137,2026FA,0.9,Construction
S371,ECI 137,2026FA,0.9,Construction
S372,ECI 137,2026FA,0.9,Construction
S373,ECI 137,2026FA,0.9,Construction
S374,ECI 137,2026FA,0.9,Construction
S375,ECI 137,2026FA,0.9,Construction
S376,ECI 137,2026FA,0.9,Construction
S377,ECI 137,2026FA,0.9,Construction
S378,ECI 137,2026FA,0.9,Construction
S379,ECI 137,2026FA,0.9,Construction
S380,ECI 137,2026FA,0.9,Construction
S361,ECI 153,2026FA,0.9,Construction
S362,ECI 153,2026FA,0.9,Construction
S363,ECI 153,2026FA,0.9,Construction
S364,ECI 153,2026FA,0.9,Construction
S365,ECI 153,2026FA,0.9,Construction
S366,ECI 153,2026FA,0.9,Construction
S367,ECI 153,2026FA,0.9,Construction
S368,ECI 153,2026FA,0.9,Construction
S369,ECI 153,2026FA,0.9,Construction
S370,ECI 153,2026FA,0.9,Construction
S371,ECI 153,2026FA,0.9,Construction
S372,ECI 153,2026FA,0.9,Construction
S373,ECI 153,2026FA,0.9,Construction
S374,ECI 153,2026FA,0.9,Construction
S375,ECI 153,2026FA,0.9,Construction
S376,ECI 153,2026FA,0.9,Construction
S377,ECI 153,2026FA,0.9,Construction
S378,ECI 153,2026FA,0.9,Construction
S379,ECI 153,2026FA,0.9,Construction
S380,ECI 153,2026FA,0.9,Construction
S361,ECI 181,2026FA,0.85,Construction
S362,ECI 181,2026FA,0.85,Construction
S363,ECI 181,2026FA,0.85,Construction
S364,ECI 181,2026FA,0.85,Construction
S365,ECI 181,2026FA,0.85,Construction
S366,ECI 181,2026FA,0.85,Construction
S367,ECI 181,2026FA,0.85,Construction
S368,ECI 181,2026FA,0.85,Construction
S369,ECI 181,2026FA,0.85,Construction
S370,ECI 181,2026FA,0.85,Construction
S371,ECI 181,2026FA,0.85,Construction
S372,ECI 181,2026FA,0.85,Construction
S373,ECI 181,2026FA,0.85,Construction
S374,ECI 181,2026FA,0.85,Construction
S375,ECI 181,2026FA,0.85,Construction
S376,ECI 181,2026FA,0.85,Construction
S377,ECI 181,2026FA,0.85,Construction
S378,ECI 181,2026FA,0.85,Construction
S379,ECI 181,2026FA,0.85,Construction
S380,ECI 181,2026FA,0.85,Construction
S381,ECI 140A,2026FA,0.9,EnvironmentalDepth
S382,ECI 140A,2026FA,0.9,EnvironmentalDepth
S383,ECI 140A,2026FA,0.9,EnvironmentalDepth
S384,ECI 140A,2026FA,0.9,EnvironmentalDepth
S385,ECI 140A,2026FA,0.9,EnvironmentalDepth
S386,ECI 140A,2026FA,0.9,EnvironmentalDepth
S387,ECI 140A,2026FA,0.9,EnvironmentalDepth
S388,ECI 140A,2026FA,0.9,EnvironmentalDepth
S389,ECI 140A,2026FA,0.9,EnvironmentalDepth
S390,ECI 140A,2026FA,0.9,EnvironmentalDepth
S391,ECI 140A,2026FA,0.9,EnvironmentalDepth
S392,ECI 140A,2026FA,0.9,EnvironmentalDepth
S393,ECI 140A,2026FA,0.9,EnvironmentalDepth
S394,ECI 140A,2026FA,0.9,EnvironmentalDepth
S395,ECI 140A,2026FA,0.9,EnvironmentalDepth
S396,ECI 140A,2026FA,0.9,EnvironmentalDepth
S397,ECI 140A,2026FA,0.9,EnvironmentalDepth
S398,ECI 140A,2026FA,0.9,EnvironmentalDepth
S399,ECI 140A,2026FA,0.9,EnvironmentalDepth
S400,ECI 140A,2026FA,0.9,EnvironmentalDepth
S381,ECI 140B,2026FA,0.9,EnvironmentalDepth
S382,ECI 140B,2026FA,0.9,EnvironmentalDepth
S383,ECI 140B,2026FA,0.9,EnvironmentalDepth
S384,ECI 140B,2026FA,0.9,EnvironmentalDepth
S385,ECI 140B,2026FA,0.9,EnvironmentalDepth
S386,ECI 140B,2026FA,0.9,EnvironmentalDepth
S387,ECI 140B,2026FA,0.9,EnvironmentalDepth
S388,ECI 140B,2026FA,0.9,EnvironmentalDepth
S389,ECI 140B,2026FA,0.9,EnvironmentalDepth
S390,ECI 140B,2026FA,0.9,EnvironmentalDepth
S391,ECI 140B,2026FA,0.9,EnvironmentalDepth
S392,ECI 140B,2026FA,0.9,EnvironmentalDepth
S393,ECI 140B,2026FA,0.9,EnvironmentalDepth
S394,ECI 140B,2026FA,0.9,EnvironmentalDepth
S395,ECI 140B,2026FA,0.9,EnvironmentalDepth
S396,ECI 140B,2026FA,0.9,EnvironmentalDepth
S397,ECI 140B,2026FA,0.9,EnvironmentalDepth
S398,ECI 140B,2026FA,0.9,EnvironmentalDepth
S399,ECI 140B,2026FA,0.9,EnvironmentalDepth
S400,ECI 140B,2026FA,0.9,EnvironmentalDepth
S381,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S382,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S383,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S384,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S385,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S386,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S387,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S388,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S389,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S390,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S391,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S392,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S393,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S394,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S395,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S396,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S397,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S398,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S399,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S400,ECI 140CN,2026FA,0.85,EnvironmentalDepth
S091,ECI 40,2027WI,0.3,Undeclared
S092,ECI 40,2027WI,0.3,Undeclared
S093,ECI 40,2027WI,0.3,Undeclared
S094,ECI 40,2027WI,0.3,Undeclared
S095,ECI 40,2027WI,0.3,Undeclared
S096,ECI 40,2027WI,0.3,Undeclared
S097,ECI 40,2027WI,0.3,Undeclared
S098,ECI 40,2027WI,0.3,Undeclared
S099,ECI 40,2027WI,0.3,Undeclared
S100,ECI 40,2027WI,0.3,Undeclared
S101,ECI 40,2027WI,0.3,Undeclared
S102,ECI 40,2027WI,0.3,Undeclared
S103,ECI 40,2027WI,0.3,Undeclared
S104,ECI 40,2027WI,0.3,Undeclared
S105,ECI 40,2027WI,0.3,Undeclared
S106,ECI 40,2027WI,0.3,Undeclared
S107,ECI 40,2027WI,0.3,Undeclared
S108,ECI 40,2027WI,0.3,Undeclared
S109,ECI 40,2027WI,0.3,Undeclared
S110,ECI 40,2027WI,0.3,Undeclared
S111,ECI 40,2027WI,0.3,Undeclared
S112,ECI 40,2027WI,0.3,Undeclared
S113,ECI 40,2027WI,0.3,Undeclared
S114,ECI 40,2027WI,0.3,Undeclared
S115,ECI 40,2027WI,0.3,Undeclared
S116,ECI 40,2027WI,0.3,Undeclared
S117,ECI 40,2027WI,0.3,Undeclared
S118,ECI 40,2027WI,0.3,Undeclared
S119,ECI 40,2027WI,0.3,Undeclared
S120,ECI 40,2027WI,0.3,Undeclared
S121,ECI 40,2027WI,0.3,Undeclared
S122,ECI 40,2027WI,0.3,Undeclared
S123,ECI 40,2027WI,0.3,Undeclared
S124,ECI 40,2027WI,0.3,Undeclared
S125,ECI 40,2027WI,0.3,Undeclared
S126,ECI 40,2027WI,0.3,Undeclared
S127,ECI 40,2027WI,0.3,Undeclared
S128,ECI 40,2027WI,0.3,Undeclared
S129,ECI 40,2027WI,0.3,Undeclared
S130,ECI 40,2027WI,0.3,Undeclared
S131,ECI 40,2027WI,0.3,Undeclared
S132,ECI 40,2027WI,0.3,Undeclared
S133,ECI 40,2027WI,0.3,Undeclared
S134,ECI 40,2027WI,0.3,Undeclared
S135,ECI 40,2027WI,0.3,Undeclared
S136,ECI 40,2027WI,0.3,Undeclared
S137,ECI 40,2027WI,0.3,Undeclared
S138,ECI 40,2027WI,0.3,Undeclared
S139,ECI 40,2027WI,0.3,Undeclared
S140,ECI 40,2027WI,0.3,Undeclared
S141,ECI 40,2027WI,0.3,Undeclared
S142,ECI 40,2027WI,0.3,Undeclared
S143,ECI 40,2027WI,0.3,Undeclared
S144,ECI 40,2027WI,0.3,Undeclared
S145,ECI 40,2027WI,0.3,Undeclared
S146,ECI 40,2027WI,0.3,Undeclared
S147,ECI 40,2027WI,0.3,Undeclared
S148,ECI 40,2027WI,0.3,Undeclared
S149,ECI 40,2027WI,0.3,Undeclared
S150,ECI 40,2027WI,0.3,Undeclared
S151,ECI 40,2027WI,0.3,Undeclared
S152,ECI 40,2027WI,0.3,Undeclared
S153,ECI 40,2027WI,0.3,Undeclared
S154,ECI 40,2027WI,0.3,Undeclared
S155,ECI 40,2027WI,0.3,Undeclared
S156,ECI 40,2027WI,0.3,Undeclared
S157,ECI 40,2027WI,0.3,Undeclared
S158,ECI 40,2027WI,0.3,Undeclared
S159,ECI 40,2027WI,0.3,Undeclared
S160,ECI 40,2027WI,0.3,Undeclared
S161,ECI 40,2027WI,0.3,Undeclared
S162,ECI 40,2027WI,0.3,Undeclared
S163,ECI 40,2027WI,0.3,Undeclared
S164,ECI 40,2027WI,0.3,Undeclared
S165,ECI 40,2027WI,0.3,Undeclared
S166,ECI 40,2027WI,0.3,Undeclared
S167,ECI 40,2027WI,0.3,Undeclared
S168,ECI 40,2027WI,0.3,Undeclared
S169,ECI 40,2027WI,0.3,Undeclared
S170,ECI 40,2027WI,0.3,Undeclared
S171,ECI 40,2027WI,0.3,Undeclared
S172,ECI 40,2027WI,0.3,Undeclared
S173,ECI 40,2027WI,0.3,Undeclared
S174,ECI 40,2027WI,0.3,Undeclared
S175,ECI 40,2027WI,0.3,Undeclared
S176,ECI 40,2027WI,0.3,Undeclared
S177,ECI 40,2027WI,0.3,Undeclared
S178,ECI 40,2027WI,0.3,Undeclared
S179,ECI 40,2027WI,0.3,Undeclared
S180,ECI 40,2027WI,0.3,Undeclared
S181,ECI 40,2027WI,0.3,Undeclared
S182,ECI 40,2027WI,0.3,Undeclared
S183,ECI 40,2027WI,0.3,Undeclared
S184,ECI 40,2027WI,0.3,Undeclared
S185,ECI 40,2027WI,0.3,Undeclared
S186,ECI 40,2027WI,0.3,Undeclared
S187,ECI 40,2027WI,0.3,Undeclared
S188,ECI 40,2027WI,0.3,Undeclared
S189,ECI 40,2027WI,0.3,Undeclared
S190,ECI 40,2027WI,0.3,Undeclared
S191,ECI 114,2027WI,0.8,Undeclared
S192,ECI 114,2027WI,0.8,Undeclared
S193,ECI 114,2027WI,0.8,Undeclared
S194,ECI 114,2027WI,0.8,Undeclared
S195,ECI 114,2027WI,0.8,Undeclared
S196,ECI 114,2027WI,0.8,Undeclared
S197,ECI 114,2027WI,0.8,Undeclared
S198,ECI 114,2027WI,0.8,Undeclared
S199,ECI 114,2027WI,0.8,Undeclared
S200,ECI 114,2027WI,0.8,Undeclared
S201,ECI 114,2027WI,0.8,Undeclared
S202,ECI 114,2027WI,0.8,Undeclared
S203,ECI 114,2027WI,0.8,Undeclared
S204,ECI 114,2027WI,0.8,Undeclared
S205,ECI 114,2027WI,0.8,Undeclared
S206,ECI 114,2027WI,0.8,Undeclared
S207,ECI 114,2027WI,0.8,Undeclared
S208,ECI 114,2027WI,0.8,Undeclared
S209,ECI 114,2027WI,0.8,Undeclared
S210,ECI 114,2027WI,0.8,Undeclared
S211,ECI 114,2027WI,0.8,Undeclared
S212,ECI 114,2027WI,0.8,Undeclared
S213,ECI 114,2027WI,0.8,Undeclared
S214,ECI 114,2027WI,0.8,Undeclared
S215,ECI 114,2027WI,0.8,Undeclared
S216,ECI 114,2027WI,0.8,Undeclared
S217,ECI 114,2027WI,0.8,Undeclared
S218,ECI 114,2027WI,0.8,Undeclared
S219,ECI 114,2027WI,0.8,Undeclared
S220,ECI 114,2027WI,0.8,Undeclared
S221,ECI 114,2027WI,0.8,Undeclared
S222,ECI 114,2027WI,0.8,Undeclared
S223,ECI 114,2027WI,0.8,Undeclared
S224,ECI 114,2027WI,0.8,Undeclared
S225,ECI 114,2027WI,0.8,Undeclared
S226,ECI 114,2027WI,0.8,Undeclared
S227,ECI 114,2027WI,0.8,Undeclared
S228,ECI 114,2027WI,0.8,Undeclared
S229,ECI 114,2027WI,0.8,Undeclared
S230,ECI 114,2027WI,0.8,Undeclared
S231,ECI 114,2027WI,0.8,Undeclared
S232,ECI 114,2027WI,0.8,Undeclared
S233,ECI 114,2027WI,0.8,Undeclared
S234,ECI 114,2027WI,0.8,Undeclared
S235,ECI 114,2027WI,0.8,Undeclared
S236,ECI 114,2027WI,0.8,Undeclared
S237,ECI 114,2027WI,0.8,Undeclared
S238,ECI 114,2027WI,0.8,Undeclared
S239,ECI 114,2027WI,0.8,Undeclared
S240,ECI 114,2027WI,0.8,Undeclared
S241,ECI 114,2027WI,0.8,Undeclared
S242,ECI 114,2027WI,0.8,Undeclared
S243,ECI 114,2027WI,0.8,Undeclared
S244,ECI 114,2027WI,0.8,Undeclared
S245,ECI 114,2027WI,0.8,Undeclared
S246,ECI 114,2027WI,0.8,Undeclared
S247,ECI 114,2027WI,0.8,Undeclared
S248,ECI 114,2027WI,0.8,Undeclared
S249,ECI 114,2027WI,0.8,Undeclared
S250,ECI 114,2027WI,0.8,Undeclared
S251,ECI 114,2027WI,0.8,Undeclared
S252,ECI 114,2027WI,0.8,Undeclared
S253,ECI 114,2027WI,0.8,Undeclared
S254,ECI 114,2027WI,0.8,Undeclared
S255,ECI 114,2027WI,0.8,Undeclared
S256,ECI 114,2027WI,0.8,Undeclared
S257,ECI 114,2027WI,0.8,Undeclared
S258,ECI 114,2027WI,0.8,Undeclared
S259,ECI 114,2027WI,0.8,Undeclared
S260,ECI 114,2027WI,0.8,Undeclared
S261,ECI 114,2027WI,0.8,Undeclared
S262,ECI 114,2027WI,0.8,Undeclared
S263,ECI 114,2027WI,0.8,Undeclared
S264,ECI 114,2027WI,0.8,Undeclared
S265,ECI 114,2027WI,0.8,Undeclared
S266,ECI 114,2027WI,0.8,Undeclared
S267,ECI 114,2027WI,0.8,Undeclared
S268,ECI 114,2027WI,0.8,Undeclared
S269,ECI 114,2027WI,0.8,Undeclared
S270,ECI 114,2027WI,0.8,Undeclared
S271,ECI 114,2027WI,0.8,Undeclared
S272,ECI 114,2027WI,0.8,Undeclared
S273,ECI 114,2027WI,0.8,Undeclared
S274,ECI 114,2027WI,0.8,Undeclared
S275,ECI 114,2027WI,0.8,Undeclared
S276,ECI 114,2027WI,0.8,Undeclared
S277,ECI 114,2027WI,0.8,Undeclared
S278,ECI 114,2027WI,0.8,Undeclared
S279,ECI 114,2027WI,0.8,Undeclared
S280,ECI 114,2027WI,0.8,Undeclared
S281,ECI 114,2027WI,0.8,Undeclared
S282,ECI 114,2027WI,0.8,Undeclared
S283,ECI 114,2027WI,0.8,Undeclared
S284,ECI 114,2027WI,0.8,Undeclared
S285,ECI 114,2027WI,0.8,Undeclared
S286,ECI 114,2027WI,0.8,Undeclared
S287,ECI 114,2027WI,0.8,Undeclared
S288,ECI 114,2027WI,0.8,Undeclared
S289,ECI 114,2027WI,0.8,Undeclared
S290,ECI 114,2027WI,0.8,Undeclared
S291,ECI 114,2027WI,0.8,Undeclared
S292,ECI 114,2027WI,0.8,Undeclared
S293,ECI 114,2027WI,0.8,Undeclared
S294,ECI 114,2027WI,0.8,Undeclared
S295,ECI 114,2027WI,0.8,Undeclared
S296,ECI 114,2027WI,0.8,Undeclared
S297,ECI 114,2027WI,0.8,Undeclared
S298,ECI 114,2027WI,0.8,Undeclared
S299,ECI 114,2027WI,0.8,Undeclared
S300,ECI 114,2027WI,0.8,Undeclared
S191,ECI 115,2027WI,0.6,Undeclared
S192,ECI 115,2027WI,0.6,Undeclared
S193,ECI 115,2027WI,0.6,Undeclared
S194,ECI 115,2027WI,0.6,Undeclared
S195,ECI 115,2027WI,0.6,Undeclared
S196,ECI 115,2027WI,0.6,Undeclared
S197,ECI 115,2027WI,0.6,Undeclared
S198,ECI 115,2027WI,0.6,Undeclared
S199,ECI 115,2027WI,0.6,Undeclared
S200,ECI 115,2027WI,0.6,Undeclared
S201,ECI 115,2027WI,0.6,Undeclared
S202,ECI 115,2027WI,0.6,Undeclared
S203,ECI 115,2027WI,0.6,Undeclared
S204,ECI 115,2027WI,0.6,Undeclared
S205,ECI 115,2027WI,0.6,Undeclared
S206,ECI 115,2027WI,0.6,Undeclared
S207,ECI 115,2027WI,0.6,Undeclared
S208,ECI 115,2027WI,0.6,Undeclared
S209,ECI 115,2027WI,0.6,Undeclared
S210,ECI 115,2027WI,0.6,Undeclared
S211,ECI 115,2027WI,0.6,Undeclared
S212,ECI 115,2027WI,0.6,Undeclared
S213,ECI 115,2027WI,0.6,Undeclared
S214,ECI 115,2027WI,0.6,Undeclared
S215,ECI 115,2027WI,0.6,Undeclared
S216,ECI 115,2027WI,0.6,Undeclared
S217,ECI 115,2027WI,0.6,Undeclared
S218,ECI 115,2027WI,0.6,Undeclared
S219,ECI 115,2027WI,0.6,Undeclared
S220,ECI 115,2027WI,0.6,Undeclared
S221,ECI 115,2027WI,0.6,Undeclared
S222,ECI 115,2027WI,0.6,Undeclared
S223,ECI 115,2027WI,0.6,Undeclared
S224,ECI 115,2027WI,0.6,Undeclared
S225,ECI 115,2027WI,0.6,Undeclared
S226,ECI 115,2027WI,0.6,Undeclared
S227,ECI 115,2027WI,0.6,Undeclared
S228,ECI 115,2027WI,0.6,Undeclared
S229,ECI 115,2027WI,0.6,Undeclared
S230,ECI 115,2027WI,0.6,Undeclared
S231,ECI 115,2027WI,0.6,Undeclared
S232,ECI 115,2027WI,0.6,Undeclared
S233,ECI 115,2027WI,0.6,Undeclared
S234,ECI 115,2027WI,0.6,Undeclared
S235,ECI 115,2027WI,0.6,Undeclared
S236,ECI 115,2027WI,0.6,Undeclared
S237,ECI 115,2027WI,0.6,Undeclared
S238,ECI 115,2027WI,0.6,Undeclared
S239,ECI 115,2027WI,0.6,Undeclared
S240,ECI 115,2027WI,0.6,Undeclared
S241,ECI 115,2027WI,0.6,Undeclared
S242,ECI 115,2027WI,0.6,Undeclared
S243,ECI 115,2027WI,0.6,Undeclared
S244,ECI 115,2027WI,0.6,Undeclared
S245,ECI 115,2027WI,0.6,Undeclared
S246,ECI 115,2027WI,0.6,Undeclared
S247,ECI 115,2027WI,0.6,Undeclared
S248,ECI 115,2027WI,0.6,Undeclared
S249,ECI 115,2027WI,0.6,Undeclared
S250,ECI 115,2027WI,0.6,Undeclared
S251,ECI 115,2027WI,0.6,Undeclared
S252,ECI 115,2027WI,0.6,Undeclared
S253,ECI 115,2027WI,0.6,Undeclared
S254,ECI 115,2027WI,0.6,Undeclared
S255,ECI 115,2027WI,0.6,Undeclared
S256,ECI 115,2027WI,0.6,Undeclared
S257,ECI 115,2027WI,0.6,Undeclared
S258,ECI 115,2027WI,0.6,Undeclared
S259,ECI 115,2027WI,0.6,Undeclared
S260,ECI 115,2027WI,0.6,Undeclared
S261,ECI 115,2027WI,0.6,Undeclared
S262,ECI 115,2027WI,0.6,Undeclared
S263,ECI 115,2027WI,0.6,Undeclared
S264,ECI 115,2027WI,0.6,Undeclared
S265,ECI 115,2027WI,0.6,Undeclared
S266,ECI 115,2027WI,0.6,Undeclared
S267,ECI 115,2027WI,0.6,Undeclared
S268,ECI 115,2027WI,0.6,Undeclared
S269,ECI 115,2027WI,0.6,Undeclared
S270,ECI 115,2027WI,0.6,Undeclared
S271,ECI 115,2027WI,0.6,Undeclared
S272,ECI 115,2027WI,0.6,Undeclared
S273,ECI 115,2027WI,0.6,Undeclared
S274,ECI 115,2027WI,0.6,Undeclared
S275,ECI 115,2027WI,0.6,Undeclared
S276,ECI 115,2027WI,0.6,Undeclared
S277,ECI 115,2027WI,0.6,Undeclared
S278,ECI 115,2027WI,0.6,Undeclared
S279,ECI 115,2027WI,0.6,Undeclared
S280,ECI 115,2027WI,0.6,Undeclared
S281,ECI 115,2027WI,0.6,Undeclared
S282,ECI 115,2027WI,0.6,Undeclared
S283,ECI 115,2027WI,0.6,Undeclared
S284,ECI 115,2027WI,0.6,Undeclared
S285,ECI 115,2027WI,0.6,Undeclared
S286,ECI 115,2027WI,0.6,Undeclared
S287,ECI 115,2027WI,0.6,Undeclared
S288,ECI 115,2027WI,0.6,Undeclared
S289,ECI 115,2027WI,0.6,Undeclared
S290,ECI 115,2027WI,0.6,Undeclared
S291,ECI 115,2027WI,0.6,Undeclared
S292,ECI 115,2027WI,0.6,Undeclared
S293,ECI 115,2027WI,0.6,Undeclared
S294,ECI 115,2027WI,0.6,Undeclared
S295,ECI 115,2027WI,0.6,Undeclared
S296,ECI 115,2027WI,0.6,Undeclared
S297,ECI 115,2027WI,0.6,Undeclared
S298,ECI 115,2027WI,0.6,Undeclared
S299,ECI 115,2027WI,0.6,Undeclared
S300,ECI 115,2027WI,0.6,Undeclared
S301,ECI 132,2027WI,0.7,Structures
S302,ECI 132,2027WI,0.7,Structures
S303,ECI 132,2027WI,0.7,Structures
S304,ECI 132,2027WI,0.7,Structures
S305,ECI 132,2027WI,0.7,Structures
S306,ECI 132,2027WI,0.7,Structures
S307,ECI 132,2027WI,0.7,Structures
S308,ECI 132,2027WI,0.7,Structures
S309,ECI 132,2027WI,0.7,Structures
S310,ECI 132,2027WI,0.7,Structures
S311,ECI 132,2027WI,0.7,Structures
S312,ECI 132,2027WI,0.7,Structures
S313,ECI 132,2027WI,0.7,Structures
S314,ECI 132,2027WI,0.7,Structures
S315,ECI 132,2027WI,0.7,Structures
S316,ECI 132,2027WI,0.7,Structures
S317,ECI 132,2027WI,0.7,Structures
S318,ECI 132,2027WI,0.7,Structures
S319,ECI 132,2027WI,0.7,Structures
S320,ECI 132,2027WI,0.7,Structures
S321,ECI 171L,2027WI,0.7,Geotech
S322,ECI 171L,2027WI,0.7,Geotech
S323,ECI 171L,2027WI,0.7,Geotech
S324,ECI 171L,2027WI,0.7,Geotech
